Briefly describe the author's approach to the liabilities of the GOTO statement,Understanding
Describe what happened at...?,Understanding
Determine the author's point of view,Understanding
Determine the next number in a sequence,Understanding
Discuss the nature of socialism.,Understanding
Explain how Timothy saved Phillip's life.,Understanding
Explain in one's own words how to create a query in a database.,Understanding
Explain in your own words what a recessive gene is.,Understanding
Explain in your own words what do you mean by the term economics?,Understanding
Explain in your own words what is meant by mercantilism.,Understanding
Explain the causes of historical events,Understanding
Explain the communicative property.,Understanding
"Explain the double meaning the author attributes to the term ""successive action descriptions""",Understanding
Explain the possible uses described in class for the space to the left of the vertical line.,Understanding
Explain the process (paraphrase) for finding the perimeter of a rectangular garden,Understanding
Explain what a poem means.,Understanding
"Explain what the author means by the statement ""our intellectual powers are geared to master static relations.",Understanding
Express your opinion of 'Drugs in Sport' through poetry.,Understanding
From a blueprint to describe the article depicted.,Understanding
"Given a graph of production trends in automobiles, describe what the graph represents in a memo to your boss.",Understanding
"Given these five corrosion inhibitors, V, W, X, Y, Z, identify which are passivators",Understanding
"Illustrate this caption: ""Olympic as a Media Event in the Information Society""",Understanding
Illustrate what you think the main idea was.,Understanding
In one sentence explain the main idea of a written passage.,Understanding
In one sentence illustrate the main point of a written passage.,Understanding
Interpret the pictures.,Understanding
Outline in your own words how the Leggo's Tomato Paste advertisement sells their product.,Understanding
Outline the most important insight of the tale.,Understanding
Outline the mechanisms employed by bacteria allowing them to evade phagocytic destruction.,Understanding
"Outline an ""attack plan"" that will allow you to test your hypothesis using computational molecular modeling tools",Understanding
Paraphrase an important speech,Understanding
Paraphrase what Hamlet is saying in his soliloquy.,Understanding
Paraphrase the poem in your own words,Understanding
"Paraphrase this poem about Sheik Schubli, explaining what he was saying about the characteristics of a friend",Understanding
Describe the output of this program fragment:,Understanding
Classify types of corrosion inhibitors,Understanding
would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,Understanding
"Classify the following protocols: IP, TCP, HTTP according to the ISO OSI classification",Understanding
"Classify the following substances as particle, atom, element, molecule, compound",Understanding
How would you classify the geographic location of your school,Understanding
Classify animals into two groups.,Understanding
Classify celebrations into family and community categories.,Understanding
Classify frogs toads and other amphibians.,Understanding
Restate main idea of story in own words.,Understanding
Restate the Olympic motto in your own words.,Understanding
Retell the story in your words.,Understanding
Rewrite the principles of test writing.,Understanding
Rewrite you predicted equation for the ideal gas law,Understanding
Rewrite the markov matrix to account for this slight change.,Understanding
"Rewrite the sentence in your head, following the direction given below",Understanding
Rewrite a part in the poem using a different speaker,Understanding
Select the best title for a passage,Understanding
State in your own words the rule for balls and strikes in baseball.,Understanding
State in your own words where in the library to find previous issues of journals that are no longer in the display racks.,Understanding
Can you state in your own words what the problem is asking you to do,Understanding
State in your own words what the author means when he says,Understanding
Summarize a historical document,Understanding
Summarize a story in own words.,Understanding
Summarize Jem's beliefs about Boo Radley,Understanding
Summarize the basic tenets of collaborative conservation.,Understanding
Summarize the basic tenets of deconstructionism.,Understanding
Summarize this magazine article.,Understanding
Tell how Phillip kept himself alive after Timothy died.,Understanding
Tell in your own words how the setting of the story made it more interesting.,Understanding
Tell in your own words the beginning of the book.,Understanding
"In your own words, tell what is meant by the definition of an isosceles triangle.",Understanding
"In your own words, how would you define transferable skills",Understanding
Translate a written text aloud from L2 to English.,Understanding
Translate an equation into a computer spreadsheet.,Understanding
Translate an equation into a spreadsheet formula.,Understanding
Translate the following passage from The Iliad into English.,Understanding
Use the E-pH or Pourbaix diagram of Cr to determine the control current and potential for the anodic protection of a S43000 stainless steel vessel.,Understanding
"Compare and contrast two treatments of either drapery or animals by Greek sculptors, establishing their artistic contexts",Understanding
"Briefly compare this way of testing the satisfiability of to the more standard way using SLD Resolution, as in Prolog",Understanding
How would you compare SAS with the Visual Basic Applying and SPSS for the processing and analysis of mainframe data,Understanding
Describe and compare the role of Islamic law in the legal systems of Malaysia and Pakistan,Understanding
Express the rule in function notation,Understanding
Express the following systems in matrix form,Understanding
Express the following percentages as fractions in simplest form,Understanding
Explain the whole method of crushing,Understanding
"In your own words, how would you summarize the story up",Understanding
Summarize the main point of these two texts in your own words,Understanding
Outline the aim of two studies within the,Understanding
Outline your experience in working with service users,Understanding
Apply laws of statistics to evaluate the reliability of a written test.,Applying
Apply shading to produce depth in drawing.,Applying
Apply the rule of law to a new situation,Applying
Apply the storytelling technique here to a little story of your own.,Applying
Apply your understanding the Olympic spirit to develop a new motto or slogan.,Applying
Show the value of x after running this program fragment,Applying
Calculate for x in the following equation: 12x=36,Applying
Calculate the deflection of a beam under uniform loading.,Applying
Calculate the number of sacrificial anodes that would be required to form a calcareous deposit on a steel pile immersed in seawater.,Applying
Calculate the rate of habitat fragmentation within the Colorado Front Range in the last decade.,Applying
Can you apply the method used to some experience of your own . . .?,Applying
Can you group by characteristics such as . . .?,Applying
Categorise the pictures and add them to the wall display.,Applying
Choose a country that does not compete at the Olympics and explain why that country is not an Olympic member.,Applying
Choose any U.S. president and explain how he exercised his power as Commander in Chief of the Armed Forces.,Applying
Compute the area of actual circles.,Applying
Compute the volume of a cylinder,Applying
Construct a model to demonstrate how it will work.,Applying
Demonstrate how the seasons occur.,Applying
Demonstrate how this could work in an industry setting?,Applying
Demonstrate using the OPAC and your knowledge of library organization to find a book about turtles.,Applying
Demonstrate how your unit's specific student learning outcomes are linked to the mission of UAM.,Applying
Derive a kinetic model from experimental data.,Applying
Describe an experiment to answer the question of the effects of weight on the fall of an object.,Applying
Construct a market strategy for your product using a known strategy as a model.,Applying
Construct a simple payroll program that computes net pay for those working 40 hours or less and net pay for those working over 40 hours.,Applying
"Draw 3 pictures showing the beginning, middle and ending of the story.",Applying
Draw a picture of the bears' house.,Applying
Draw a picture of the gown Cinderella wore to the ball.,Applying
"From the information given, can you develop a set of instructions about . . .?",Applying
How could someone modify the Cornell Method to make it effective for researching a topic for a paper?,Applying
How might lifestyles in the United States be modified if a more socialistic system were adopted?,Applying
"If notes are available on the professor's website, how should those notes be used?",Applying
"In a teaching simulation with your peers role-playing 6th grade students, demonstrate the principle of reinforcement in classroom interactions and prepare a half page description of what happened during the simulation that validated the principle.",Applying
Make a diorama to illustrate an important event.,Applying
Make a paper-mache map to include relevant information about an event.,Applying
Make a scrapbook about the areas of study.,Applying
Make up a puzzle game using the ideas from the study area.,Applying
Model an Olympic Village for the new Millenium.,Applying
Participate in a mock election,Applying
Predict what happens to X if Y increases.,Applying
Pretend you are one of the characters in the book. Write a diary about the happenings in your life for two consecutive days.,Applying
Relate the principle of reinforcement to classroom interactions.,Applying
Relate topographic map to field features,Applying
Relate your most powerful story where your use of technology in the classroom has yielded a significant outcome with a student or students,Applying
How would you relate position concept with position strategy,Applying
"Show, through role-play, the final scene in the novel.",Applying
Solve a math problem using familiar procedure or formula,Applying
Solve for the ten following fraction multiplication problems. Please make sure to show all your work.,Applying
Would you solve these two problems using similar approaches,Applying
Use Laplace to solve the following problems,Applying
Can you solve the following problem,Applying
How to specify the impact energy and impact test temperature of the material in the Code,Applying
Specify the thickness of a galvanized coating based on atmospheric data? (level 2),Applying
Specify the thickness of a galvanized coating based on atmospheric data? (level 2),Applying
How does one specify the syntactical restrictions,Applying
Specify a deterministic finite automaton (DFA) recognizing the,Applying
Take a collection of photographs to demonstrate a particular point.,Applying
Use a costing model to compute prices on goods to maximise profits and minimise costs.,Applying
Use a manual to calculate an employee's vacation time.,Applying
Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,Applying
Use the rule for a semicolon in a sentence.,Applying
What factors would you change if . . .?,Applying
What questions would you ask if . . .?,Applying
Who can use what we know about sonnets and finish this poem?,Applying
Would this information be useful if you had a . . .?,Applying
Sketch a prediction of the field lines for the arrangement of electrodes shown in Figure 2,Applying
Sketch the blackbody curves for radiation emitted from the Sun and the Earth,Applying
Sketch a typical absorption process in a packed column with regeneration in form of,Applying
sketch a graph of velocity versus time for the upward and downward parts of a ball's flight,Applying
How do teenagers use code in emails and instant messages?,Applying
Use the second-derivative test to determine whether critical points where f0(x) = 0 yield relative maxima or relative minima,Applying
Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,Applying
Use tableau methods to prove that the following tableau is valid.,Applying
Use a sketch too find the exact value of each expression,Applying
Use Gauss' Law to find the electric field between the plates when the charge on them is Q,Applying
What happens if you restrict a determinental process to a subset R  S?,Applying
What would happen if the rainfall doubled in your state next year,Applying
What happens if you change the direction of the displacement (but not its size)?,Applying
What would you do if a heavy growth of bacteria had occurred,Applying
What would result if ...,Applying
What approach would you use to prove the truth of the below statement,Applying
Construct one Turing Machine for computing each of the following functions,Applying
Construct a Venn diagram to determine the validity of the given argument.,Applying
Construct a dictionary and a truth table to determine if the following statements are logically equivalent,Applying
"How can we construct H given I, B and E?",Applying
Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,Applying
How do you construct foliations on a given manifold M?,Applying
How to Construct the Optimal Maintenance Problem,Applying
How to construct simple solutions when problems are complex?,Applying
Construct the 4-Bit Ripple carry Adder Circuit,Applying
Construct an analog circuit with the following specifications,Applying
Construct the Data Path of the RISC Processor given in the previous question,Applying
"How do we construct agents that can deliver. ""good"" assistance",Applying
How to construct the selected information system,Applying
Show how they have used creative writing strategies appropriate to the format,Applying
Show how to modify Fitch's algorithm given in class today to accommodate non-binary,Applying
Show how E-CRM can be used to improve marketing positioning as explained in the article,Applying
How would you show your understanding of the ABC process,Applying
Show me how you would check the brake lights are working on this car,Applying
Analyze safe and dangerous aspects of these features.,Analyzing
Analyze the characteristics of frogs.,Analyzing
Analyze the movements and sounds of a frog.,Analyzing
"Analyze the problem, identifying its variables.",Analyzing
Break down the components of a standard film camera and explain how they interact to make the machine work.,Analyzing
Break down the main actions of the story.,Analyzing
"By comparing the map of the tectonic plates to the earthquake map, what inferences can you make?",Analyzing
Can you compare your . . . with that presented in . . .?,Analyzing
Can you distinguish between . . .?,Analyzing
Can you explain what must have happened when . . .?,Analyzing
Can you find four different feelings Pa Lia had during the story?,Analyzing
Compare and contrast animals that the class has made.,Analyzing
Compare and contrast our school to other communities.,Analyzing
"Compare and contrast preview questions, clarifying questions and anticipated exam questions, including how each relates to the notetaking process?",Analyzing
Compare and contrast the waterfall model with the prototyping model.,Analyzing
Compare and contrast two characters in the book.,Analyzing
Compare fall and spring,Analyzing
Compare herbatious and carnivorous animals on a Venn diagram.,Analyzing
Compare how different children come to school.,Analyzing
Compare the place where the story happened with where you live.,Analyzing
Compare this book to the last book you read.,Analyzing
Compare three celebrations using a Venn diagram.,Analyzing
Compare two dog food commercials. What is the difference between them and how do they both sell their products?,Analyzing
Compare two of the characters in this book.,Analyzing
Conduct an investigation to produce information to support a view.,Analyzing
Contrast building in the coastal zone with building in a river floodplain.,Analyzing
Contrast Olympic athletes of today with athletes of past Olympic games.,Analyzing
Differentiate between .call by value and call by reference.,Analyzing
Differentiate printf function calls for displaying prompts and for echoing data.,Analyzing
Distinguish between micro and macro economics.,Analyzing
Distinguish facts from hypotheses,Analyzing
"Divide the story into initiating event, rising action, climax, and falling action",Analyzing
"Examine what helps to make a good Olympics? Think about money, schedules, sports and people.",Analyzing
"Explain the term conjugal families, by making reference to the different types of societies to which they could belong.",Analyzing
analyze the positive and negative points presented concerning the abolition of guns and write a brief (2-3page) narrative of your analysis.,Analyzing
"Differentiate the passages that attacked a political opponent personally, and those that attacked an opponent's political programs.",Analyzing
How does your pet differ from other animals?,Analyzing
How does...compare/contrast with...?,Analyzing
How is . . . similar to . . .?,Analyzing
How was life different in your town 100 years ago?,Analyzing
How was this similar to . . .?,Analyzing
How would this story be different if it had happened in a different country?,Analyzing
How would you distinguish between polymyositis and viral myositis in a 42-year-old man with weakness and a rash?,Analyzing
"If your story happened in a foreign land, compare that land to the United States.",Analyzing
"If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.",Analyzing
Investigate innovations that can enhance future Olympics.,Analyzing
Make a diagnosis or analyze a case study.,Analyzing
Select the athlete of the century and analyze why you chose this person.,Analyzing
"If interest were compounded monthly instead of daily, what would the difference in interest be?",Analyzing
What are the parts or features of...?,Analyzing
Distinguish between the following giving suitable examples,Analyzing
Distinguish between abstract date types (ADTs) and implementations of ADTs,Analyzing
"How do you distinguish between the binge-eating/purging type of anorexia nervosa and bulimia nervosa, purging type",Analyzing
How does Tdap differ from Td vaccine,Analyzing
How does autonomy differ with age,Analyzing
In what ways do female offenders differ from male offenders,Analyzing
in what ways trajectory patterns differ according to ABC,Analyzing
How do psychologists differ in their general attitudes toward third party presence,Analyzing
How did Chinese newspapers differ from US,Analyzing
How does public health reporting differ today from reporting two years before,Analyzing
How does an endorsement differ from a teaching certificate,Analyzing
How do we differentiate between genuine buyer and undercover buyer,Analyzing
How do we differentiate between an interview and an interrogation?,Analyzing
Differentiate between the following terms along with appropriate examples,Analyzing
Differentiate the following functions using the quotient rule,Analyzing
Can you differentiate between ethnic Chinese and ethnic Koreans,Analyzing
How would you differentiate obstructive apneas from central apneas,Analyzing
How would you differentiate a project from a program,Analyzing
How is scientific progress similar to Darwinian evolution according to Kuhn,Analyzing
"in what ways is oxyperoxidase similar to other oxygenated heme proteins, and how does it differ",Analyzing
In what ways are foxes similar to wolves and dogs,Analyzing
How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,Analyzing
Examine the data in the EMPLOYEES and DEPARTMENTS tables,Analyzing
Examine the differences between the model excluding the most influential observation and the model including all observations.,Analyzing
Critically examine the strengths and weaknesses of the positivist paradigm,Analyzing
Examine differences between the means of each individual switching factor.,Analyzing
Examine carefully the given map extract on the following page to help you work out the exercise below.,Analyzing
"Inspect each of these Boolean expressions, and determine whether each one is a sum of products, or a product of sums",Analyzing
Inspect the size of the loaded data: how many objects and variables does the iris data matrix contain?,Analyzing
Can you distinguish for me between what is reasonably  achievable and what are  exaggerations,Analyzing
Can you distinguish aged rums from unaged rums by smell,Analyzing
Can you distinguish pot still rums from column still rums by taste,Analyzing
"Inspect the pattern of GPS positions relative to the ""known"" published value",Analyzing
How does your agency inspect against its expectation for operators,Analyzing
How to inspect and maintain fresh water plumbing systems properly,Analyzing
Can you analyze the fractures and determine which should be repaired surgically,Analyzing
Can you please analyze modern contemporary culture and tell me how your work plays a significant part in the remains of our post-modernist culture ?,Analyzing
"How effectively did students analyze course content on race, class, and privilege through autobiographical reflection",Analyzing
How do you analyze a marginally RCT,Analyzing
"Contrast the treatment of ""well known"" trademarks provided by Paris Article and by TRIPS Article",Analyzing
Contrast the Valles Marineris on Mars with the Grand Canyon,Analyzing
How does Hawaii contrast and compare to Florida?,Analyzing
Investigate whether or not the system can be solved for x; y; z,Analyzing
Investigate (pointwise) convergence and absolute convergence of the given series of functions,Analyzing
How would you investigate this patient,Analyzing
How would you investigate this abnormality,Analyzing
What can I do to investigate this problem further,Analyzing
how the investigation was undertaken,Analyzing
How would you differentiate between heterodox and mainstream,Analyzing
"How do I differentiate between ""deceive"" and ""cheat on""?",Analyzing
Apply and integrate several different strategies to solve a mathematical problem (not according to one formula(,Creating
Can you create new and unusual uses for . . .?,Creating
3. Can you design a . . . to . . .?,Creating
4. Can you develop a proposal which would . . .?,Creating
5. Can you invent another character for the story?,Creating
6. Can you see a possible solution to . . .?,Creating
7. Can you write a new recipe for a tasty dish?,Creating
8. Choose a character. Rewrite a scene from the story from this character's point of view.,Creating
9. Combine any two sports to develop a new Olympic sport.,Creating
"10. Combine elements of drama, music, and dance into a stage presentation.",Creating
11. Compose a class story.,Creating
12. Compose a dialogue between Atticus Finch and Tom Robinson when they first met.,Creating
13. Compose a rhythm or put new words to a known melody.,Creating
14. Compose a simple rap or rhyme about zoo animals.,Creating
15. Compose music for a frog play.,Creating
16. Compose a complete C program that reads text strings from a text file into a suitable data,Creating
17. Compose a device that would assist an athlete in their training.,Creating
18. Compose an original work which incorporates five common materials in sculpture.,Creating
19. Compose your own note-taking design that incorporates all theadvantages of the Cornell Method.,Creating
20. Create a chart that compares things that use electricity and things that do NOT use electricity.,Creating
21. Create a new product. Give it a name and plan a marketing campaign.,Creating
"22. Create a new song for the opening line of ""Mary had a little lamb"".",Creating
23. Create a set of guidelines to determine the points of a plant susceptible to localized corrosion.,Creating
24. Create a storyboard for a sequel to your book. Use the same characters.,Creating
25. Create an equation to represent the solution to this problem.,Creating
26. Create and perform a play about frogs.,Creating
27. Create plan of local environment by drawing around boxes.,Creating
28. Design a building according to given specifications,Creating
29. design a cost effective strategy to generate reliable data.,Creating
30. Design a machine to perform a specific task.,Creating
31. Design a new animal to live in the jungle.,Creating
32. Design a poster for this book.,Creating
33. Design a testing scenario to assess the susceptibility of an alloy to be used in a given environment?,Creating
34. Design and make an animal that moves.,Creating
35. Design costumes for the characters.,Creating
36. Design the architecture of the software system based on the requirements defined in the Software Requirement Specification document,Creating
37. Develop a hypothesis.,Creating
38. Develop a plan for a new Olympic Bid System.,Creating
39. Develop a SQA Plan for a software development project which is defined in the attached document.,Creating
"40. Develop a way to teach the concept of ""adjectives"".",Creating
41. Develop one plausible ending for all three short stories below.,Creating
42. Devise a new economic system based on the ones that already exist.,Creating
43. Devise plans to market or make artwork more valuable.,Creating
44. Draw a painting that uses various principles of perspective to achieve its effect.,Creating
"45. Explain how the biological concept of symbiotic relationships could be used to help solve socially created problems like water pollution, overflowing garbage landfills, or homelessness.",Creating
46. Explain why it is likely that a matriarchal family system would be found in a matrilocal or matrilineal society.,Creating
"47. Following the identification of the forms of corrosion that were involved in a failure, recommend a solution to avoid this failure?",Creating
48. Given two opposing theories design an experiment to compare them.,Creating
49. How could we determine the number of pennies in a jar without counting them?,Creating
50. How could you re-write this story with a city setting?,Creating
"51. how do the clauses and expressions given in the article which replace GOTO statements, lead to the three traditional control statements",Creating
52. How many ways can you . . .?,Creating
53. How would the U.S.A. be different if the South had won the Civil War?,Creating
54. How would you change the story to create a different ending?,Creating
55. How would you create/design a new...?,Creating
56. How would you restructure the school day to reflect children's developmental needs?,Creating
57. Identify one problem in the book and give an alternate solution one not given by the author.,Creating
58. If you had access to all resources how would you deal with . . .?,Creating
59. Integrate training from several sources to solve a problem.,Creating
60. Invent a machine to do a specific task.,Creating
61. Justify your choice of data structure.,Creating
62. Make a radio announcement that advertise the book. Write it out.,Creating
63. Make up a new language code and write material using it.,Creating
64. Name one character. Rewrite the story from this character's point of view.,Creating
65. Organize this book into three or more sections and give your own subtitle for each section.,Creating
66. Plan a research paper on a given historical topic,Creating
67. Predict the differences of a planet with no seasonal changes.,Creating
68. Prepare a book jacket that illustrates the kind of book as well as the story.,Creating
69. Pretend you are a librarian recommending this book to someone. Write a paragraph telling what  you would say.,Creating
70. Revise and process to improve the outcome.,Creating
71. Revise how to complete a complex task in order to improve the outcome.,Creating
72. Revises and process to improve the outcome.,Creating
"73. structure, sorts the list in ascending order, displays the list on the screen and stores the list",Creating
74. Suppose Phillip wasn't rescued shortly after Timothy's death. How long could he have survived?,Creating
"75. Using information from the book about one of the main characters, rewrite the ending of the book.",Creating
76. What ideas can you add to...?,Creating
77. What might happen if you combined...?,Creating
78. What solutions would you suggest for...?,Creating
79. What would happen if . . .?,Creating
80. What would you predict/infer from...?,Creating
81. Why don't you devise your own way to deal with . . .?,Creating
82. Why not compose a song about . . .?,Creating
"83. Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",Creating
84. Write a letter to the editor on a social issue of concern to you.,Creating
85. Write a logically organized argument in favor of a given position.,Creating
86. Write a poem about this book.,Creating
87. Write a set of rules to prevent what happened in the story.,Creating
88. Write a short story relating a personal experience in the style of a picaresque novel.,Creating
89. Write a song about 'Old MacDonald' who had a bulldozer instead of a farm.,Creating
90. Write an essay in not more than 250 words about India and Technological Advancement. Use active voice as much as possible.,Creating
91. How do you combine the results of various individual tests to determine whether a student can progress to a next semester / phase / year?,Creating
92.  How can we combine and abstract facts about a software system to create new knowledge?,Creating
93. How to combine virtual symmetry and symbolic model checking effectively,Creating
94. How do we efficiently combine multiple subject graphs to construct an aig with choice,Creating
95. how do we devise a way to enforce the laws,Creating
96. can you devise an explicit formula for,Creating
97. Do you devise a systematic approach in order to get larger progressions,Creating
98. Develop and execute a program for this exercise,Creating
99.  Develop a network based on the following information: Activity Immediate predecessors,Creating
100. How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,Creating
"1. After designing an experiment, examining the results, and drawing conclusions, determines in what ways the experiment could be conducted more effectively in order to draw more productive conclusions in the future.",Evaluating
"2. After examining the videotape of a play in a football game, determine the degree to which the defensive team performed effectively and",Evaluating
"3. After solving a problem, determine the degree to which the problem was solved as efficiently as possible",Evaluating
4. Appraise data in support of a hypothesis.,Evaluating
5. Appraise the speech's effectiveness based upon the class' criteria.,Evaluating
6. Are there students who should not use the Cornell method?,Evaluating
7. Are you a . . . person?,Evaluating
8. Assess the appropriateness of an author's conclusions based on the evidence given.,Evaluating
9. Assess the importance of understanding seasonal patters.,Evaluating
10. Assess the relative effectiveness of different graphical representations of the same data or biological concept.,Evaluating
11. Assess the strengths and weaknesses of the current Olympics and recommend action that should be taken in future Olympics: What can be,Evaluating
"12. Award the contract to the best proposal. Rank the principles of ""good sportsmanship"" in order of importance to you.",Evaluating
13. Can you defend the idea that Simon's incident with the pig's head is the most mystical in the story?,Evaluating
14. Can you defend your position about . . .?,Evaluating
15. Choose a paint schedule for the maintenance of an outdoor structure? (level 2),Evaluating
16. Choose and illustrate the two most important events in the story.,Evaluating
17. Conclude and support which economic system leads to a higher standard of living.,Evaluating
18. Construct a poster that will advertise your new food product in an exciting and irresistible way.,Evaluating
19. Critique an experimental design or a research proposal.,Evaluating
"20. Critique the other student's (or your own) speech, based on the criteria we have studied this semester.",Evaluating
21. Decide whether you are in favor of building on a floodplain; defend your position in a debate.,Evaluating
22. Decide whether you could have survived on the island blind and alone. Write about things that would have been challenging making sure to,Evaluating
23. Decide whether you learned enough about electricity from this book.,Evaluating
24. Decide which candidate would best fill the position of principal.,Evaluating
25. Decide which course of action was most effective,Evaluating
26. Decide which method of solving a problem was most effective,Evaluating
27. Defend the following claim: The Cornell method works so well that it could turn even a poor lecture into a valuable learning experience.,Evaluating
28. Defend your use of a specific strategy in solving the problem.,Evaluating
29. Describe the economic consequence of a neolocal society. Support your description with information you have learned from this course.,Evaluating
30. Design a healthy menu that you think most people would enjoy using the healthy eating guide.,Evaluating
31. Determine if a character's actions were heroic,Evaluating
32. Do you agree...?,Evaluating
33. Do you think . . . is a good or a bad thing?,Evaluating
34. Establish criteria for making this choice and defend your final selection.,Evaluating
"35. Evaluate a work of art, giving the reasons for your Evaluating.",Evaluating
36. Evaluate appropriate and inappropriate actions of characters.,Evaluating
37. Evaluate board games and justify why rules are important.,Evaluating
38. Evaluate the corrosion monitoring needs of a chemical processing plant,Evaluating
39. Evaluate the level of galvanic coupling between two metals using basic kinetic information? (level 4),Evaluating
40. Evaluate two Internet sources of information about the Egyptians. Which would be a better choice for your purpose and why?,Evaluating
41. Evaluate whether their model is a true representation of the local environment.,Evaluating
42. Evaluate your own or a peer's essay in terms of the principles of composition discussed during the semester.,Evaluating
